title,abstract,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Convolutional Deep Operator Networks for Learning Nonlinear Focused Ultrasound Wave Propagation in Heterogeneous Spinal Cord Anatomy,"Focused ultrasound (FUS) therapy is a promising tool for optimally targeted
treatment of spinal cord injuries (SCI), offering submillimeter precision to
enhance blood flow at injury sites while minimizing impact on surrounding
tissues. However, its efficacy is highly sensitive to the placement of the
ultrasound source, as the spinal cord's complex geometry and acoustic
heterogeneity distort and attenuate the FUS signal. Current approaches rely on
computer simulations to solve the governing wave propagation equations and
compute patient-specific pressure maps using ultrasound images of the spinal
cord anatomy. While accurate, these high-fidelity simulations are
computationally intensive, taking up to hours to complete parameter sweeps,
which is impractical for real-time surgical decision-making. To address this
bottleneck, we propose a convolutional deep operator network (DeepONet) to
rapidly predict FUS pressure fields in patient spinal cords. Unlike
conventional neural networks, DeepONets are well equipped to approximate the
solution operator of the parametric partial differential equations (PDEs) that
govern the behavior of FUS waves with varying initial and boundary conditions
(i.e., new transducer locations or spinal cord geometries) without requiring
extensive simulations. Trained on simulated pressure maps across diverse
patient anatomies, this surrogate model achieves real-time predictions with
only a 2% loss on the test set, significantly accelerating the modeling of
nonlinear physical systems in heterogeneous domains. By facilitating rapid
parameter sweeps in surgical settings, this work provides a crucial step toward
precise and individualized solutions in neurosurgical treatments.",328,2412.16118v1,physics.med-ph,"physics.med-ph,cs.AI",computational biology,2024-12-20,2024-12-23T21:07:11.121050
PruneVid: Visual Token Pruning for Efficient Video Large Language Models,"In this paper, we introduce PruneVid, a visual token pruning method designed
to enhance the efficiency of multi-modal video understanding. Large Language
Models (LLMs) have shown promising performance in video tasks due to their
extended capabilities in comprehending visual modalities. However, the
substantial redundancy in video data presents significant computational
challenges for LLMs. To address this issue, we introduce a training-free method
that 1) minimizes video redundancy by merging spatial-temporal tokens, and 2)
leverages LLMs' reasoning capabilities to selectively prune visual features
relevant to question tokens, enhancing model efficiency. We validate our method
across multiple video benchmarks, which demonstrate that PruneVid can prune
over 80% of tokens while maintaining competitive performance combined with
different model networks. This highlights its superior effectiveness and
efficiency compared to existing pruning methods. Code:
https://github.com/Visual-AI/PruneVid.",204,2412.16117v1,cs.CV,cs.CV,computational biology,2024-12-20,2024-12-23T21:07:11.121050
The Content Moderator's Dilemma: Removal of Toxic Content and Distortions to Online Discourse,"There is an ongoing debate about how to moderate toxic speech on social media
and how content moderation affects online discourse. We propose and validate a
methodology for measuring the content-moderation-induced distortions in online
discourse using text embeddings from computational linguistics. We test our
measure on a representative dataset of 5 million US political Tweets and find
that removing toxic Tweets distorts online content. This finding is consistent
across different embedding models, toxicity metrics, and samples. Importantly,
we demonstrate that content-moderation-induced distortions are not caused by
the toxic language. Instead, we show that, as a side effect, content moderation
shifts the mean and variance of the embedding space, distorting the topic
composition of online content. Finally, we propose an alternative approach to
content moderation that uses generative Large Language Models to rephrase toxic
Tweets to preserve their salvageable content rather than removing them
entirely. We demonstrate that this rephrasing strategy reduces toxicity while
minimizing distortions in online content.",220,2412.16114v1,cs.SI,cs.SI,computational biology,2024-12-20,2024-12-23T21:07:11.122047
CLEAR: Conv-Like Linearization Revs Pre-Trained Diffusion Transformers Up,"Diffusion Transformers (DiT) have become a leading architecture in image
generation. However, the quadratic complexity of attention mechanisms, which
are responsible for modeling token-wise relationships, results in significant
latency when generating high-resolution images. To address this issue, we aim
at a linear attention mechanism in this paper that reduces the complexity of
pre-trained DiTs to linear. We begin our exploration with a comprehensive
summary of existing efficient attention mechanisms and identify four key
factors crucial for successful linearization of pre-trained DiTs: locality,
formulation consistency, high-rank attention maps, and feature integrity. Based
on these insights, we introduce a convolution-like local attention strategy
termed CLEAR, which limits feature interactions to a local window around each
query token, and thus achieves linear complexity. Our experiments indicate
that, by fine-tuning the attention layer on merely 10K self-generated samples
for 10K iterations, we can effectively transfer knowledge from a pre-trained
DiT to a student model with linear complexity, yielding results comparable to
the teacher model. Simultaneously, it reduces attention computations by 99.5%
and accelerates generation by 6.3 times for generating 8K-resolution images.
Furthermore, we investigate favorable properties in the distilled attention
layers, such as zero-shot generalization cross various models and plugins, and
improved support for multi-GPU parallel inference. Models and codes are
available here: https://github.com/Huage001/CLEAR.",308,2412.16112v1,cs.CV,cs.CV,computational biology,2024-12-20,2024-12-23T21:07:11.123044
Demystifying the Potential of ChatGPT-4 Vision for Construction Progress Monitoring,"The integration of Large Vision-Language Models (LVLMs) such as OpenAI's
GPT-4 Vision into various sectors has marked a significant evolution in the
field of artificial intelligence, particularly in the analysis and
interpretation of visual data. This paper explores the practical application of
GPT-4 Vision in the construction industry, focusing on its capabilities in
monitoring and tracking the progress of construction projects. Utilizing
high-resolution aerial imagery of construction sites, the study examines how
GPT-4 Vision performs detailed scene analysis and tracks developmental changes
over time. The findings demonstrate that while GPT-4 Vision is proficient in
identifying construction stages, materials, and machinery, it faces challenges
with precise object localization and segmentation. Despite these limitations,
the potential for future advancements in this technology is considerable. This
research not only highlights the current state and opportunities of using LVLMs
in construction but also discusses future directions for enhancing the model's
utility through domain-specific training and integration with other computer
vision techniques and digital twins.",209,2412.16108v1,cs.CV,"cs.CV,cs.AI",computational biology,2024-12-20,2024-12-23T21:07:11.123044
Logical Consistency of Large Language Models in Fact-checking,"In recent years, large language models (LLMs) have demonstrated significant
success in performing varied natural language tasks such as language
translation, question-answering, summarizing, fact-checking, etc. Despite LLMs'
impressive ability to generate human-like texts, LLMs are infamous for their
inconsistent responses -- a meaning-preserving change in the input query
results in an inconsistent response and attributes to vulnerabilities of LLMs
such as hallucination, jailbreaking, etc. Consequently, existing research
focuses on simple paraphrasing-based consistency assessment of LLMs, and
ignores complex queries that necessitates an even better understanding of
logical reasoning by an LLM. Our work therefore addresses the logical
inconsistency of LLMs under complex logical queries with primitive logical
operators, e.g., negation, conjunction, and disjunction. As a test bed, we
consider retrieval-augmented LLMs on a fact-checking task involving
propositional logic queries from real-world knowledge graphs (KGs). Our
contributions are three-fold. Benchmark: We introduce three logical
fact-checking datasets over KGs for community development towards logically
consistent LLMs. Assessment: We propose consistency measures of LLMs on
propositional logic queries as input and demonstrate that existing LLMs lack
logical consistency, specially on complex queries. Improvement: We employ
supervised fine-tuning to improve the logical consistency of LLMs on the
complex fact-checking task with KG contexts.",309,2412.16100v1,cs.CL,cs.CL,computational biology,2024-12-20,2024-12-23T21:07:11.124042
Engineering high-Q superconducting tantalum microwave coplanar waveguide resonators for compact coherent quantum circuits,"Tantalum (Ta) has recently received considerable attention in manufacturing
robust superconducting quantum circuits. Ta offers low microwave loss, high
kinetic inductance compared to aluminium (Al) and niobium (Nb), and good
compatibility with complementary metal-oxide-semiconductor (CMOS) technology,
which is essential for quantum computing applications. Here, we demonstrate the
fabrication engineering of thickness-dependent high quality factor (high-Q_i)
Ta superconducting microwave coplanar waveguide resonators. All films are
deposited on high-resistivity silicon substrates at room temperature without
additional substrate heating. Before Ta deposition, a niobium (Nb) seed layer
is used to ensure a body-centred cubic lattice ({\alpha}-Ta) formation. We
further engineer the kinetic inductance (L_K) resonators by varying Ta film
thicknesses. High L_K is a key advantage for applications because it
facilitates the realisation of high-impedance, compact quantum circuits with
enhanced coupling to qubits. The maximum internal quality factor Q_i of ~ 3.6 *
10^6 is achieved at the high power regime for 100 nm Ta, while the highest
kinetic inductance is obtained to be 0.6 pH/sq for the thinnest film, which is
40 nm. This combination of high Q_i and high L_K highlights the potential of Ta
microwave circuits for high-fidelity operations of compact quantum circuits.",305,2412.16099v1,quant-ph,"quant-ph,cond-mat.supr-con,cs.SY,eess.SY,physics.app-ph",computational biology,2024-12-20,2024-12-23T21:07:11.125038
Explainable AI for Multivariate Time Series Pattern Exploration: Latent Space Visual Analytics with Time Fusion Transformer and Variational Autoencoders in Power Grid Event Diagnosis,"Detecting and analyzing complex patterns in multivariate time-series data is
crucial for decision-making in urban and environmental system operations.
However, challenges arise from the high dimensionality, intricate complexity,
and interconnected nature of complex patterns, which hinder the understanding
of their underlying physical processes. Existing AI methods often face
limitations in interpretability, computational efficiency, and scalability,
reducing their applicability in real-world scenarios. This paper proposes a
novel visual analytics framework that integrates two generative AI models, Time
Fusion Transformer (TFT) and Variational Autoencoders (VAEs), to reduce complex
patterns into lower-dimensional latent spaces and visualize them in 2D using
dimensionality reduction techniques such as PCA, t-SNE, and UMAP with DBSCAN.
These visualizations, presented through coordinated and interactive views and
tailored glyphs, enable intuitive exploration of complex multivariate temporal
patterns, identifying patterns' similarities and uncover their potential
correlations for a better interpretability of the AI outputs. The framework is
demonstrated through a case study on power grid signal data, where it
identifies multi-label grid event signatures, including faults and anomalies
with diverse root causes. Additionally, novel metrics and visualizations are
introduced to validate the models and evaluate the performance, efficiency, and
consistency of latent maps generated by TFT and VAE under different
configurations. These analyses provide actionable insights for model parameter
tuning and reliability improvements. Comparative results highlight that TFT
achieves shorter run times and superior scalability to diverse time-series data
shapes compared to VAE. This work advances fault diagnosis in multivariate time
series, fostering explainable AI to support critical system operations.",349,2412.16098v1,cs.LG,"cs.LG,cs.AI",computational biology,2024-12-20,2024-12-23T21:07:11.126037
Mixed QCD-EW corrections to the neutral-current Drell-Yan process,"We report on the complete computation of the mixed QCD-electroweak
corrections to the neutral-current Drell-Yan process. Our calculation holds in
the entire range of dilepton invariant masses. We present phenomenological
results for several kinematical distributions in the case of bare muons both in
the resonant region and for high invariant masses. We also consider the
forward-backward asymmetry, which is a key observable to measure the weak
mixing angle. We finally extend our calculation to dressed leptons and compare
our results in the massless limit to those available in the literature.",127,2412.16095v1,hep-ph,hep-ph,computational biology,2024-12-20,2024-12-23T21:07:11.127033
Spiral waves speed up cell cycle oscillations in the frog cytoplasm,"Spiral waves are a well-known phenomenon in excitable media, playing critical
roles in biological systems such as cardiac tissues, where they are involved in
arrhythmias, and in slime molds, where they guide collective cell migration.
However, their presence in the cytoplasm of cells has not been reported to
date. In this study, we present the observation of spiral waves in a Xenopus
laevis frog egg extract reconstituting periodic cell cycle transitions. We find
that the emergence of these spiral waves accelerates the cell division cycle
nearly twofold. Using two distinct computational models, we demonstrate that
this behavior arises from generic principles and is driven primarily by
time-scale separation in the cell cycle oscillator. Additionally, we
investigate the interplay between these spiral waves and the more commonly
observed target pattern waves in the frog cytoplasm, providing new insights
into their dynamic interactions.",190,2412.16094v1,nlin.PS,"nlin.PS,physics.bio-ph,q-bio.CB",computational biology,2024-12-20,2024-12-23T21:07:11.127033
Social Group Human-Robot Interaction: A Scoping Review of Computational Challenges,"Group interactions are a natural part of our daily life, and as robots become
more integrated into society, they must be able to socially interact with
multiple people at the same time. However, group human-robot interaction (HRI)
poses unique computational challenges often overlooked in the current HRI
literature. We conducted a scoping review including 44 group HRI papers from
the last decade (2015-2024). From these papers, we extracted variables related
to perception and behaviour generation challenges, as well as factors related
to the environment, group, and robot capabilities that influence these
challenges. Our findings show that key computational challenges in perception
included detection of groups, engagement, and conversation information, while
challenges in behaviour generation involved developing approaching and
conversational behaviours. We also identified research gaps, such as improving
detection of subgroups and interpersonal relationships, and recommended future
work in group HRI to help researchers address these computational challenges",185,2412.16093v1,cs.RO,cs.RO,computational biology,2024-12-20,2024-12-23T21:07:11.128030
Sparse Non-Markovian Noise Modeling of Transmon-Based Multi-Qubit Operations,"The influence of noise on quantum dynamics is one of the main factors
preventing current quantum processors from performing accurate quantum
computations. Sufficient noise characterization and modeling can provide key
insights into the effect of noise on quantum algorithms and inform the design
of targeted error protection protocols. However, constructing effective noise
models that are sparse in model parameters, yet predictive can be challenging.
In this work, we present an approach for effective noise modeling of
multi-qubit operations on transmon-based devices. Through a comprehensive
characterization of seven devices offered by the IBM Quantum Platform, we show
that the model can capture and predict a wide range of single- and two-qubit
behaviors, including non-Markovian effects resulting from spatio-temporally
correlated noise sources. The model's predictive power is further highlighted
through multi-qubit dynamical decoupling demonstrations and an implementation
of the variational quantum eigensolver. As a training proxy for the hardware,
we show that the model can predict expectation values within a relative error
of 0.5%; this is a 7$\times$ improvement over default hardware noise models.
Through these demonstrations, we highlight key error sources in superconducting
qubits and illustrate the utility of reduced noise models for predicting
hardware dynamics.",257,2412.16092v1,quant-ph,quant-ph,computational biology,2024-12-20,2024-12-23T21:07:11.129028
Decision algorithms for fragments of real analysis.\ II. A theory of differentiable functions with convexity and concavity predicates,"We address the decision problem for a fragment of real analysis involving
differentiable functions with continuous first derivatives. The proposed
theory, besides the operators of Tarski's theory of reals, includes predicates
for comparisons, monotonicity, convexity, and derivative of functions over
bounded closed intervals or unbounded intervals.
  Our decision algorithm is obtained by showing that satisfiable formulae of
our theory admit canonical models in which functional variables are interpreted
as piecewise exponential functions. These can be implicitly described within
the decidable Tarski's theory of reals.
  Our satisfiability test generalizes previous decidability results not
involving derivative operators.",137,2412.16091v1,cs.LO,"cs.LO,03B25, 26A99",computational biology,2024-12-20,2024-12-23T21:07:11.130025
Towards Interpretable Radiology Report Generation via Concept Bottlenecks using a Multi-Agentic RAG,"Deep learning has advanced medical image classification, but interpretability
challenges hinder its clinical adoption. This study enhances interpretability
in Chest X-ray (CXR) classification by using concept bottleneck models (CBMs)
and a multi-agent Retrieval-Augmented Generation (RAG) system for report
generation. By modeling relationships between visual features and clinical
concepts, we create interpretable concept vectors that guide a multi-agent RAG
system to generate radiology reports, enhancing clinical relevance,
explainability, and transparency. Evaluation of the generated reports using an
LLM-as-a-judge confirmed the interpretability and clinical utility of our
model's outputs. On the COVID-QU dataset, our model achieved 81% classification
accuracy and demonstrated robust report generation performance, with five key
metrics ranging between 84% and 90%. This interpretable multi-agent framework
bridges the gap between high-performance AI and the explainability required for
reliable AI-driven CXR analysis in clinical settings.",202,2412.16086v1,cs.IR,"cs.IR,cs.AI,cs.CL,cs.CV,eess.IV",computational biology,2024-12-20,2024-12-23T21:07:11.130025
Efficient MedSAMs: Segment Anything in Medical Images on Laptop,"Promptable segmentation foundation models have emerged as a transformative
approach to addressing the diverse needs in medical images, but most existing
models require expensive computing, posing a big barrier to their adoption in
clinical practice. In this work, we organized the first international
competition dedicated to promptable medical image segmentation, featuring a
large-scale dataset spanning nine common imaging modalities from over 20
different institutions. The top teams developed lightweight segmentation
foundation models and implemented an efficient inference pipeline that
substantially reduced computational requirements while maintaining
state-of-the-art segmentation accuracy. Moreover, the post-challenge phase
advanced the algorithms through the design of performance booster and
reproducibility tasks, resulting in improved algorithms and validated
reproducibility of the winning solution. Furthermore, the best-performing
algorithms have been incorporated into the open-source software with a
user-friendly interface to facilitate clinical adoption. The data and code are
publicly available to foster the further development of medical image
segmentation foundation models and pave the way for impactful real-world
applications.",213,2412.16085v1,eess.IV,"eess.IV,cs.CV",computational biology,2024-12-20,2024-12-23T21:07:11.131022
Error-corrected fermionic quantum processors with neutral atoms,"Many-body fermionic systems can be simulated in a hardware-efficient manner
using a fermionic quantum processor. Neutral atoms trapped in optical
potentials can realize such processors, where non-local fermionic statistics
are guaranteed at the hardware level. Implementing quantum error correction in
this setup is however challenging, due to the atom-number superselection
present in atomic systems, that is, the impossibility of creating coherent
superpositions of different particle numbers. In this work, we overcome this
constraint and present a blueprint for an error-corrected fermionic quantum
computer that can be implemented using current experimental capabilities. To
achieve this, we first consider an ancillary set of fermionic modes and design
a fermionic reference, which we then use to construct superpositions of
different numbers of referenced fermions. This allows us to build logical
fermionic modes that can be error corrected using standard atomic operations.
Here, we focus on phase errors, which we expect to be a dominant source of
errors in neutral-atom quantum processors. We then construct logical fermionic
gates, and show their implementation for the logical particle-number conserving
processes relevant for quantum simulation. Finally, our protocol is illustrated
using a minimal fermionic circuit, where it leads to a quadratic suppression of
the logical error rate.",272,2412.16081v1,quant-ph,"quant-ph,cond-mat.quant-gas,physics.atom-ph",computational biology,2024-12-20,2024-12-23T21:07:11.132019
Fair Distributed Machine Learning with Imbalanced Data as a Stackelberg Evolutionary Game,"Decentralised learning enables the training of deep learning algorithms
without centralising data sets, resulting in benefits such as improved data
privacy, operational efficiency and the fostering of data ownership policies.
However, significant data imbalances pose a challenge in this framework.
Participants with smaller datasets in distributed learning environments often
achieve poorer results than participants with larger datasets. Data imbalances
are particularly pronounced in medical fields and are caused by different
patient populations, technological inequalities and divergent data collection
practices.
  In this paper, we consider distributed learning as an Stackelberg
evolutionary game. We present two algorithms for setting the weights of each
node's contribution to the global model in each training round: the
Deterministic Stackelberg Weighting Model (DSWM) and the Adaptive Stackelberg
Weighting Model (ASWM). We use three medical datasets to highlight the impact
of dynamic weighting on underrepresented nodes in distributed learning. Our
results show that the ASWM significantly favours underrepresented nodes by
improving their performance by 2.713% in AUC. Meanwhile, nodes with larger
datasets experience only a modest average performance decrease of 0.441%.",250,2412.16079v1,cs.LG,"cs.LG,cs.CV,cs.GT,cs.NE",computational biology,2024-12-20,2024-12-23T21:07:11.133017
SegCol Challenge: Semantic Segmentation for Tools and Fold Edges in Colonoscopy data,"Colorectal cancer (CRC) remains a leading cause of cancer-related deaths
worldwide, with polyp removal being an effective early screening method.
However, navigating the colon for thorough polyp detection poses significant
challenges. To advance camera navigation in colonoscopy, we propose the
Semantic Segmentation for Tools and Fold Edges in Colonoscopy (SegCol)
Challenge. This challenge introduces a dataset from the EndoMapper repository,
featuring manually annotated, pixel-level semantic labels for colon folds and
endoscopic tools across selected frames from 96 colonoscopy videos. By
providing fold edges as anatomical landmarks and depth discontinuity
information from both fold and tool labels, the dataset is aimed to improve
depth perception and localization methods. Hosted as part of the Endovis
Challenge at MICCAI 2024, SegCol aims to drive innovation in colonoscopy
navigation systems. Details are available at
https://www.synapse.org/Synapse:syn54124209/wiki/626563, and code resources at
https://github.com/surgical-vision/segcol_challenge .",249,2412.16078v1,cs.CV,cs.CV,computational biology,2024-12-20,2024-12-23T21:07:11.134014
Comparing effective-one-body and Mathisson-Papapetrou-Dixon results for a spinning test particle on circular equatorial orbits around a Kerr black hole,"We consider a spinning test particle around a rotating black hole and compare
the Mathisson-Papapetrou-Dixon (MPD) formalism under the Tulczyjew-Dixon spin
supplementary condition to the test-mass limit of the effective-one-body (EOB)
Hamiltonian of [Phys. Rev. D.90, 044018(2014)], with enhanced spin-orbit
sector. We focus on circular equatorial orbits: we first compare the constants
of motion at their linear in secondary spin approximation and then we compute
the gravitational-wave (GW) fluxes using a frequency domain Teukolsky equation
solver. We find no difference between the EOB and MPD fluxes when the
background spacetime is Schwarzschild, while the difference for a Kerr
background is maximum for large, positive spins. Our work could be considered
as a first step to improve the radiation reaction of the EOB model, in view of
the needs of the next-generation of GW detectors.",209,2412.16077v1,gr-qc,gr-qc,computational biology,2024-12-20,2024-12-23T21:07:11.134014
Electroweak corrections in the SMEFT: four-fermion operators at high energies,"In the Standard Model (SM), electroweak (EW) corrections become significant
at high energies, particularly at the tera-electronvolt scale and beyond, due
to the presence of Sudakov logarithms. At these energy scales, the Standard
Model Effective Field Theory (SMEFT) framework provides an enhanced sensitivity
to potential new physics effects. This motivates the inclusion of EW
corrections not only for SM predictions but also for analyses within SMEFT. In
this work, we compute EW corrections in the high-energy limit for a selected
set of dimension-six operators, specifically the class of four-fermion contact
interactions, in key hard-scattering processes relevant to both current and
future colliders: top-quark pair production at the Large Hadron Collider (LHC)
and in a muon collider scenario, as well as the Drell-Yan process at the LHC.
We first discuss the technical details and challenges associated with
evaluating EW Sudakov logarithms in SMEFT, contrasting them with the SM case.
We then present phenomenological results for the aforementioned processes,
highlighting the non-trivial effects introduced by EW corrections arising from
the insertion of dimension-six, four-fermion operators. Importantly, the
resulting $K$-factors exhibit significant deviations from their SM
counterparts, with dependencies not only on the process but also on the
specific operators considered. Finally, we explore the potential to lift flat
directions in the SMEFT parameter space by incorporating higher-order
corrections, using Fisher information techniques.",327,2412.16076v1,hep-ph,hep-ph,computational biology,2024-12-20,2024-12-23T21:07:11.135011
Formal Mathematical Reasoning: A New Frontier in AI,"AI for Mathematics (AI4Math) is not only intriguing intellectually but also
crucial for AI-driven discovery in science, engineering, and beyond. Extensive
efforts on AI4Math have mirrored techniques in NLP, in particular, training
large language models on carefully curated math datasets in text form. As a
complementary yet less explored avenue, formal mathematical reasoning is
grounded in formal systems such as proof assistants, which can verify the
correctness of reasoning and provide automatic feedback. In this position
paper, we advocate for formal mathematical reasoning and argue that it is
indispensable for advancing AI4Math to the next level. In recent years, we have
seen steady progress in using AI to perform formal reasoning, including core
tasks such as theorem proving and autoformalization, as well as emerging
applications such as verifiable generation of code and hardware designs.
However, significant challenges remain to be solved for AI to truly master
mathematics and achieve broader impact. We summarize existing progress, discuss
open challenges, and envision critical milestones to measure future success. At
this inflection point for formal mathematical reasoning, we call on the
research community to come together to drive transformative advancements in
this field.",249,2412.16075v1,cs.AI,"cs.AI,cs.LG,cs.LO",computational biology,2024-12-20,2024-12-23T21:07:11.136009
Motif Caller: Sequence Reconstruction for Motif-Based DNA Storage,"DNA data storage is rapidly gaining traction as a long-term data archival
solution, primarily due to its exceptional durability. Retrieving stored data
relies on DNA sequencing, which involves a process called basecalling -- a
typically costly and slow task that uses machine learning to map raw sequencing
signals back to individual DNA bases (which are then translated into digital
bits to recover the data). Current models for basecalling have been optimized
for reading individual bases. However, with the advent of novel DNA synthesis
methods tailored for data storage, there is significant potential for
optimizing the reading process. In this paper, we focus on Motif-based DNA
synthesis, where sequences are constructed from motifs -- groups of bases --
rather than individual bases. To enable efficient reading of data stored in DNA
using Motif-based DNA synthesis, we designed Motif Caller, a machine learning
model built to detect entire motifs within a DNA sequence, rather than
individual bases. Motifs can also be detected from individually identified
bases using a basecaller and then searching for motifs, however, such an
approach is unnecessarily complex and slow. Building a machine learning model
that directly identifies motifs allows to avoid the additional step of
searching for motifs. It also makes use of the greater amount of features per
motif, thus enabling finding the motifs with higher accuracy. Motif Caller
significantly enhances the efficiency and accuracy of data retrieval in DNA
storage based on Motif-Based DNA synthesis.",295,2412.16074v1,cs.OH,"cs.OH,q-bio.GN",computational biology,2024-12-20,2024-12-23T21:07:11.137006
Correct implied volatility shapes and reliable pricing in the rough Heston model,"We use modifications of the Adams method and very fast and accurate
sinh-acceleration method of the Fourier inversion (iFT) (S.Boyarchenko and
Levendorski\u{i}, IJTAF 2019, v.22) to evaluate prices of vanilla options; for
options of moderate and long maturities and strikes not very far from the spot,
thousands of prices can be calculated in several msec. with relative errors of
the order of 0.5\% and smaller running Matlab on a Mac with moderate
characteristics. We demonstrate that for the calibrated set of parameters in
Euch and Rosenbaum, Math. Finance 2019, v. 29, the correct implied volatility
surface is significantly flatter and fits the data very poorly, hence, the
calibration results in op.cit. is an example of the {\em ghost calibration}
(M.Boyarchenko and Levendorki\u{i}, Quantitative Finance 2015, v. 15): the
errors of the model and numerical method almost cancel one another. We explain
how calibration errors of this sort are generated by each of popular versions
of numerical realizations of iFT (Carr-Madan, Lipton-Lewis and COS methods)
with prefixed parameters of a numerical method, resulting in spurious
volatility smiles and skews. We suggest a general {\em Conformal Bootstrap
principle} which allows one to avoid ghost calibration errors. We outline
schemes of application of Conformal Bootstrap principle and the method of the
paper to the design of accurate and fast calibration procedures.",339,2412.16067v1,q-fin.MF,"q-fin.MF,q-fin.CP,60-08, 60E10, 60G10, 60G22, 65C20, 65D30, 65G20, 91G20, 91G60",computational biology,2024-12-20,2024-12-23T21:07:11.137006
A Bayesian prevalence-incidence mixture model for screening outcomes with misclassification,"We propose BayesPIM, a Bayesian prevalence-incidence mixture model for
estimating time- and covariate-dependent disease incidence from screening and
surveillance data. The method is particularly suited to settings where some
individuals may have the disease at baseline, baseline tests may be missing or
incomplete, and the screening test has imperfect sensitivity. Building on the
existing PIMixture framework, which assumes perfect sensitivity, BayesPIM
accommodates uncertain test accuracy by incorporating informative priors. By
including covariates, the model can quantify heterogeneity in disease risk,
thereby informing personalized screening strategies. We motivate the model
using data from high-risk familial colorectal cancer (CRC) surveillance through
colonoscopy, where adenomas - precursors of CRC - may already be present at
baseline and remain undetected due to imperfect test sensitivity. We show that
conditioning incidence and prevalence estimates on covariates explains
substantial heterogeneity in adenoma risk. Using a Metropolis-within-Gibbs
sampler and data augmentation, BayesPIM robustly recovers incidence times while
handling latent prevalence. Informative priors on the test sensitivity
stabilize estimation and mitigate non-convergence issues. Model fit can be
assessed using information criteria and validated against a non-parametric
estimator. In this way, BayesPIM enhances estimation accuracy and supports the
development of more effective, patient-centered screening policies.",308,2412.16065v1,stat.ME,"stat.ME,stat.CO,62N02",computational biology,2024-12-20,2024-12-23T21:07:11.138003
On the Impact of 3D Visualization of Repository Metrics in Software Engineering Education,"Context: Software development is a complex socio-technical process requiring
a deep understanding of various aspects. In order to support practitioners in
understanding such a complex activity, repository process metrics, like number
of pull requests and issues, emerged as crucial for evaluating CI/CD workflows
and guiding informed decision-making. The research community proposed different
ways to visualize these metrics to increase their impact on developers' process
comprehension: VR is a promising one. Nevertheless, despite such promising
results, the role of VR, especially in educational settings, has received
limited research attention. Objective: This study aims to address this gap by
exploring how VR-based repository metrics visualization can support the
teaching of process comprehension. Method: The registered report proposes the
execution of a controlled experiment where VR and non-VR approaches will be
compared, with the final aim to assess whether repository metrics in VR's
impact on learning experience and software process comprehension. By immersing
students in an intuitive environment, this research hypothesizes that VR can
foster essential analytical skills, thus preparing software engineering
students more effectively for industry requirements and equipping them to
navigate complex software development tasks with enhanced comprehension and
critical thinking abilities.",243,2412.16061v1,cs.CY,"cs.CY,cs.SE",computational biology,2024-12-20,2024-12-23T21:07:11.139001
Adaptable TeaStore,"Adaptability is a fundamental requirement for modern Cloud software
architectures to ensure robust performance in the face of diverse known and
unforeseen events inherent to distributed systems. State-of-the-art Cloud
systems frequently adopt microservices or serverless architectures. Among
these, TeaStore is a recognised microservice reference architecture that offers
a benchmarking framework for modelling and resource management techniques.
However, TeaStore's original configuration lacks the flexibility necessary to
address the varied scenarios encountered in real-world applications. To
overcome this limitation, we propose an enhanced variant of TeaStore that
distinguishes between mandatory and optional services while incorporating
third-party service integration. Core services such as WebUI, Image Provider,
and Persistence are designated as mandatory to maintain essential
functionality, whereas optional services, such as Recommender and Auth, extend
the architecture's feature set. We outline the design and configuration
possibilities of this adaptable TeaStore variant, aimed at enabling a broader
spectrum of configurability and operational resilience.",213,2412.16060v1,cs.DC,cs.DC,computational biology,2024-12-20,2024-12-23T21:07:11.139001
Phase structure of quark matter and in-medium properties of mesons from Callan-Symanzik flows,"We compute meson spectral functions at finite temperature and density in the
quark-meson model, supplemented with a computation of the phase diagram. In
particular, we provide a detailed analysis of the non-analytic structure of the
meson two-point functions which is of great relevance for phenomenological
applications, such as moat regimes and inhomogeneous phases. Furthermore, it is
also relevant from a field-theoretical standpoint as it provides an insight
into the applicability of derivative expansions of the effective action to
studies of general fermion-boson models, both at zero and finite chemical
potential. Our computation is based on a functional renormalization group setup
that preserves causality, all spacetime symmetries, and the Silver-Blaze
property. The combination of these properties can only be achieved by a
Callan-Symanzik regulator. Instead of momentum shell integrations,
renormalization group flows generated by such a regulator describe the change
of the theory induced by a change of the masses of the mesons and quarks. A
particular focus of our work lies on the construction of controlled
Callan-Symanzik flows in the presence of spontaneous and explicit chiral
symmetry breaking by means of chiral Ward-Takahashi identities.",258,2412.16059v1,hep-ph,"hep-ph,nucl-th",computational biology,2024-12-20,2024-12-23T21:07:11.139998
